fancyname;category;company;purchases;ads;usersinteract;age_rating;Downloads;price;rating;numberreviews;five;four;three;two;one
Top Soccer Manager 2019;sports;gamegou limited;1;1;1;0;10000000;0;4.3;284823;100;25;10;4;13
Football Tycoon;sports;appmeisters;1;1;0;0;100000;0;3.6;4358;100;31;26;13;47
Pocket Politics: Idle Money;simulation;kongregate;1;1;0;0;1000000;0;3.9;22548;100;27;18;9;29
Hollywood Billionaire - Rich Movie Star Clicker;strategy;tapps games;1;1;0;0;1000000;0;4.2;32722;100;18;9;5;16
Attack the Block: Shoot'em Up;arcade;onesoft;1;1;0;0;1000000;0;4.3;2518;100;14;9;5;12
Jewels Temple;puzzle;springcomes;1;1;1;0;5000000;0;4.5;178093;100;27;10;2;5
Hangman 2;word;kieter labs;0;1;0;0;500000;0;4.4;12888;100;21;10;2;8
Train Conductor World;arcade;the voxel agents;1;1;0;0;5000000;0;4.2;42974;100;21;12;6;16
DATA WING;racing;dan vogt;0;0;0;12;1000000;0;4.8;238519;100;6;1;0;2
Pirate Kings�<U+FE0F>;casual;jelly button games;1;1;0;0;10000000;0;4.5;1354219;100;13;5;2;9
Dragonstone: Kingdoms;strategy;ember entertainment;1;1;0;7;100000;0;4.4;6657;100;10;7;2;12
Pirate Code - PVP Battles at Sea;action;codex7 games;1;1;1;7;1000000;0;4.2;22977;100;26;12;6;13
Royal Revolt 2: Tower Defense RPG and War Strategy;action;flaregames;1;1;1;7;10000000;0;4.6;712681;100;15;5;1;5
Smash Hit;arcade;mediocre;1;0;0;0;100000000;0;4.6;4380331;100;14;5;1;5
SimplePlanes;simulation;jundroo, llc;0;0;0;0;100000;5.49;4.5;10902;100;15;7;1;7
Music Racer;racing;abstractart;1;1;0;0;5000000;0;4.1;178915;100;18;8;5;22
Board Kings�<U+FE0F>;casual;jelly button games;1;0;0;0;10000000;0;4.4;341877;100;12;7;4;12
Virus Evolution - Merge & Create Mutant Diseases;simulation;tapps games;1;1;0;0;500000;0;4.5;7782;100;15;7;4;6
Case Simulator 2;simulation;smoked studios;0;1;0;12;10000000;0;4.1;26143;100;21;10;4;20
Gibbets: Bow Master;arcade;herocraft ltd.;1;1;0;7;10000000;0;3.9;74526;100;19;15;8;26
Fun Run 3 - Multiplayer Games;arcade;dirtybit;1;1;1;7;10000000;0;4.4;189233;100;14;6;2;11
You Laugh You Lose Challenge;casual;rush plays studio;0;1;0;12;1000000;0;3.7;20399;100;6;7;4;44
Klaverjassen - Amsterdams;card;zygomatic;0;1;0;0;10000;0;3.9;15;100;22;11;0;33
WordOn;word;huckleberry publishing;1;1;1;0;1000000;0;3.7;44629;100;33;22;12;39
POP! Slots �- Free Vegas Casino Slot Machine Games;casino;playstudios;1;0;0;12;10000000;0;4.3;200414;100;15;6;3;14
Solitaire;card;loop games;1;1;0;0;1000000;0;4.7;50114;100;21;4;0;2
DOKDO;simulation;111%;1;1;0;7;5000000;0;4.3;209825;100;27;11;4;10
Which fantastic creature are you ?;trivia;adamtoolbox;0;1;0;7;1000;0;4.8;8;100;33;0;0;0
Samurai Wars;strategy;felix ungman;0;0;1;12;100000;0;3.8;1563;100;23;24;8;32
Clone Armies;action;elecube;1;1;0;0;5000000;0;3.9;81177;100;28;19;10;25
Tiny Miner;adventure;qube 3d;0;1;0;0;5000000;0;4.7;742566;100;15;6;1;2
Truth or Dare Ultimate;board;rusdev;1;1;0;16;100000;0;4.3;1482;100;20;8;6;9
A Bug�s Home;simulation;npol game;1;0;1;0;100000;0;2.9;1064;88;15;22;8;100
Weed Inc: Idle Tycoon;simulation;metamoki;1;1;0;18;1000000;0;4.5;33769;100;16;7;2;6
Dancing Ball World : Music Tap;arcade;cheetah games;1;1;0;0;1000000;0;4.5;321;100;14;7;2;7
Merge Gems!;puzzle;gram games limited;0;1;0;0;1000000;0;4.3;21858;100;18;10;5;11
Dr. Driving;racing;sud inc.;1;1;0;0;100000000;0;4.3;5466041;100;11;8;3;12
Jellipop Match: Open your dream shop!;puzzle;microfun limited;1;1;0;0;10000000;0;4.5;1030395;100;18;8;3;6
Rings.;puzzle;gamezaur;1;1;0;0;100000;0;4.5;1409;100;19;5;2;6
DraStic DS Emulator;action;exophase;0;0;0;0;1000000;4.49;4.6;99046;100;13;4;1;4
Escape game : 50 rooms 1;puzzle;buscoldapp;1;1;0;0;10000000;0;4.4;45955;100;30;13;3;6
Escape game: 50 rooms 2;puzzle;buscoldapp;1;1;0;12;1000000;0;4.4;116009;100;26;12;3;6
Crazy in AA;casual;vnsoft;0;0;0;0;100000;0;4.2;678;100;16;20;2;13
Disney Magic Kingdoms: Build Your Own Magical Park;simulation;gameloft se;1;1;0;0;10000000;0;4.0;55187;100;18;10;6;23
